question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"After the opening pole-vault sequence where the athlete lands on a mat labeled “PORTA PIT,” which brand name appears on the landing mats during the later high-jump scenes once the bar height has been raised?",133,16,0.75,0.433,12,0,4,1.543,0.25462,0.5046,0.293,0.752,0,0
"While the flutist speaks against the brick wall backdrop before and after his performances, which other large musical instrument remains visible in the background but is never played?",45,16,0.75,0.433,12,0,4,1.8634,0.2417,0.4916,0.6134,0.9933,0,0
"After completing push-ups on the grass using resistance bands, what athletic activity does the man practice next on the nearby track?",97,16,0.75,0.433,12,0,4,1.5827,0.23894,0.4888,0.3327,0.9091,0,0
Which flotation device appears both when one girl tests the river by dipping her toe and later when another girl floats downstream giving a thumbs-up?,121,16,0.75,0.433,12,0,4,1.6894,0.23375,0.4835,0.4707,0.8333,0,0
"During both the foamy Kaboom cleaner spray and the later blue powder spraying, what object remains stationary on the edge of the bathroom sink?",17,16,0.75,0.433,12,0,4,1.4686,0.2239,0.4732,0.2186,0.711,0,0
"After the man in a black sleeveless shirt and camouflage shorts successfully rides a unicycle over the bench, what wheeled equipment does he later use to perform tricks along a wooden bench?",63,16,0.75,0.433,12,0,4,1.5789,0.2211,0.4702,0.3289,0.7357,0,0
"Which tool, first displayed alone against a beige background with text describing it as a soft nylon brush, does the demonstrator later use to sweep along the ski’s surface?",114,16,0.75,0.3953,11,2,3,1.3687,0.21682,0.4656,0.1187,0.75,0,0
"During the segment labeled ""Upwind - Incorrect Set Up"", what number is visible on the sail of the boat?",109,16,0.75,0.433,12,0,4,1.8129,0.21121,0.4596,0.5629,0.8333,0,0
"Before the shoe is later coated with brown Easy Crust and finally buffed with PW-4040 wax, what color paint is initially brushed into its perforations?",90,16,0.75,0.3536,10,4,2,1.5095,0.20785,0.4559,0.2595,0.5,0,0
"After the manual clothes-washing scene transitions through abstract light visuals, which cleaning device is emphasized under dramatic spotlights?",64,16,0.75,0.3953,11,2,3,1.304,0.20421,0.4519,0.054,0.5,0,0
Which color is the cloth the man first uses to scrub the kitchen sink and later to wipe down the large knife?,95,16,0.75,0.433,12,0,4,1.8623,0.20168,0.4491,0.6123,0.97,0,0
"What additional protective item, besides his red helmet, is the young boy wearing both while he pumps a tire at the table and later assists an adult with the wheel repair?",8,16,0.75,0.3953,11,2,3,1.5611,0.19996,0.4472,0.3111,0.875,0,0
"After the diver allows an octopus to coil around their arm, which animal does the same diver later swim alongside underwater?",120,16,0.75,0.433,12,0,4,1.2705,0.19941,0.4466,0.0517,0.2222,0,0
"After skillfully steering through the rapids, which object that had served for navigation do the rafters hold aloft while cheering?",70,16,0.75,0.433,12,0,4,1.303,0.18559,0.4308,0.053,0.269,0,0
"After the camera pans along the tangled bright orange cable lying on the grass, what object does it zoom in on, revealing cut grass and debris around its blades?",51,16,0.75,0.3953,11,2,3,1.3786,0.18456,0.4296,0.1286,0.628,0,0
"Which object is successively inserted into the sink drain to prevent clogs, later adjusted while water flows, and finally removed to reveal caught debris?",122,16,0.75,0.433,12,0,4,1.831,0.18281,0.4276,0.581,0.861,0,0
"After the surfer in a yellow wetsuit struggles with the waves, what color cap is Will Tant wearing when he speaks on the beach?",62,16,0.75,0.3953,11,2,3,1.3406,0.17581,0.4193,0.0906,0.4444,0,0
What appears on screen between the initial turbulent water sequence and the moment the man first sits at the table with the shoe-care products?,94,16,0.75,0.3062,9,6,1,1.7378,0.16679,0.4084,0.4878,0.8671,0,0
Which first name appears both in the introductory contributor list at the beginning of the video and again in the closing brown-screen credits as a main performer?,74,16,0.75,0.433,12,0,4,1.6243,0.16031,0.4004,0.3743,0.6318,0,0
"After sharpening and inspecting the knife, what object does the person use to wipe the sharpening tool?",106,16,0.75,0.3953,11,2,3,1.25,0.15625,0.3953,0.0,0.0,0,0
"What color cloth covers the table in the early adult haircut scene, and what is the main wall color in the later haircut scenes with the young boy?",50,16,0.75,0.25,8,8,0,1.9498,0.13475,0.3671,0.6998,0.9646,0,0
"What city is written on the championship T-shirt at the beginning, and what arena name is shown later during the baton-twirling performances?",36,16,0.75,0.25,8,8,0,1.7222,0.12422,0.3524,0.4722,0.9141,0,0
"Across the successive drumline performances that follow the audience and bagpiper scenes, which two accent colors consistently appear on the black drums?",6,16,0.75,0.3062,9,6,1,1.9219,0.08685,0.2947,0.6719,0.9421,0,0
"Which exact phrase, shown on pink-tinted frames, marks the time jump just before the woman demonstrates the “Red Eye” wipe around her eyes?",38,16,0.7188,0.4319,11,1,4,1.5568,0.4273,0.6537,0.3381,0.9,0,0
"After the early walk where the handler keeps the leash hand against his stomach, what object does he later throw sideways to deliberately distract the dog during training?",4,16,0.7188,0.4319,11,1,4,1.522,0.36974,0.6081,0.3032,0.9018,0,0
What item on the wooden table displays inspirational pumpkin-carving images before the person with red nails begins marking the real pumpkin?,47,16,0.7188,0.394,10,3,3,1.3089,0.29144,0.5399,0.1214,0.3249,0,0
"During the kitchen sequence where the hand lifts the loaf of bread and later turns a mayonnaise jar, which packaged food does it display in between?",88,16,0.7188,0.4319,11,1,4,1.446,0.2743,0.5237,0.2272,0.9333,0,0
"After the woman pins her hair into an elevated bun in the step-by-step tutorial, which styling tool does she use next, before later switching to a curling iron?",107,16,0.7188,0.4319,11,1,4,1.4989,0.24143,0.4914,0.2801,0.7692,0,0
"After the woman who meticulously fastens knee pads and wrist guards crosses the zebra crossing, what activity does she engage in?",125,16,0.7188,0.4319,11,1,4,1.2725,0.23053,0.4801,0.0538,0.4667,0,0
What title is printed on the large ceremonial check presented to the bowler who earlier delivered the ball to the red-uniformed batsman?,78,16,0.7188,0.3046,8,7,1,1.602,0.23049,0.4801,0.3832,0.793,0,0
"Compared with his balcony speech where he held only a microphone, what additional object does the singer grasp when he later performs indoors?",117,16,0.7188,0.4319,11,1,4,1.5571,0.22876,0.4783,0.3384,0.6478,0,0
"After the wakeboarder is shown from an aerial view struggling in the water, what do they do next?",121,16,0.7188,0.394,10,3,3,1.1954,0.2202,0.4692,0.0079,0.0602,0,0
"After the woman finishes tapping white body paint over the latex, which color paint does she apply next using a different brush?",28,16,0.7188,0.4319,11,1,4,1.2649,0.21714,0.466,0.0462,0.22,0,0
"Following numerous welding sequences, what kind of object does the man in a dark jacket and beige pants carefully examine and work on in the workshop?",88,16,0.7188,0.394,10,3,3,1.1969,0.21193,0.4604,0.0094,0.0768,0,0
"During both the portions where the woman stands beside the stationary bike and the ones where she pedals it, what gym equipment is consistently visible neatly racked beneath the “GO HARD.” sign in the background?",32,16,0.7188,0.4319,11,1,4,1.4287,0.21099,0.4593,0.2099,0.5625,0,0
"In the strategic analysis segments where on-screen text explains the server’s positioning during break or game points, which specific opponent shot does the player expect and prepare for?",121,16,0.7188,0.4319,11,1,4,1.7329,0.19257,0.4388,0.5142,0.9128,0,0
"After the large screen in the cycling studio shows a virtual road, what does it later display that lists each rider’s power output, heart rate, and calories burned?",77,16,0.7188,0.3522,9,5,2,1.3842,0.19227,0.4385,0.1655,0.5455,0,0
Which piece of safety equipment is first shown hanging on the wall in the initial indoor gear room and later worn by the people leaping from the bridge?,130,16,0.7188,0.4319,11,1,4,1.6375,0.18633,0.4317,0.4188,0.8493,0,0
What brand name is visible on the blue mats first used by the gymnast for flips and later serving as the cushioned landing area for the skater’s 1 m 45 jump?,111,16,0.7188,0.4319,11,1,4,1.795,0.18387,0.4288,0.5762,0.9865,0,0
"When the traditionally dressed demonstrator stands in the open field displaying two different bows, which two specific Grózer Turkish bow models does he present?",125,16,0.7188,0.3522,9,5,2,1.5012,0.14069,0.3751,0.2825,0.5263,0,0
"Following the portion where the lab-coated woman lectures beside the nursing sign, what practical hygiene technique is demonstrated step-by-step at the bathroom sink?",9,16,0.7188,0.3046,8,7,1,1.4622,0.13431,0.3665,0.2435,0.5143,0,0
"During back-to-back scenes of the woman using the Octane Fitness elliptical beside the instructor, what two benefit statistics are shown in the on-screen text overlays?",89,16,0.7188,0.3046,8,7,1,1.5286,0.1065,0.3263,0.3099,0.5795,0,0
"After the person who first exposes their side beneath a black T-shirt reading “TAKE ME TO THE HOSPITAL” later lies on a black tattoo bed, what instrument does the artist use and on which body area?",84,16,0.7188,0.248,7,9,0,1.3664,0.07572,0.2752,0.1477,0.414,0,0
Which prominent device seen above the athletes during the early fencing bouts is absent when the victorious fencer later speaks to reporters with several microphones?,59,16,0.6875,0.4635,11,0,5,1.7237,0.5272,0.7261,0.5362,0.9308,0,0
"After the series of gym exercises ends and the scene shifts to François Bourque’s downhill run, which beverage brand’s banner is visible beside the snowy racecourse?",60,16,0.6875,0.4635,11,0,5,1.4594,0.51735,0.7193,0.3344,0.9402,0,0
"After the intricate red nail design is finished but before the final thank-you screen, what instruction briefly appears against the purple background?",117,16,0.6875,0.4635,11,0,5,1.5794,0.41077,0.6409,0.3919,0.9091,0,0
"After the video first displays the book cover with the cross-legged water skier, what maneuver later appears on-screen as text while a live skier performs it?",47,16,0.6875,0.4635,11,0,5,1.3444,0.40893,0.6395,0.1881,0.7353,0,0
"Immediately before the hand turns the large black dial on the handheld device, what color are the diamond-embedded abrasive pads shown in the split-screen view?",83,16,0.6875,0.4635,11,0,5,1.3679,0.3909,0.6252,0.2117,0.7725,0,0
"Before she later waves her national flag on the medal podium, in which athletic event is the woman shown competing?",70,16,0.6875,0.4635,11,0,5,1.4603,0.36442,0.6037,0.2728,0.7355,0,0
"During the sudden blurred interlude that interrupts the man's explanation, what exact phrase is shown repeatedly on the screen?",80,16,0.6875,0.4635,11,0,5,1.3141,0.31832,0.5642,0.1266,0.5,0,0
Which logo is displayed almost immediately after the glowing orange play button appears and is shown again in the final static frame of the video?,92,16,0.6875,0.4635,11,0,5,1.625,0.30986,0.5567,0.4375,1.0,0,0
"After the camera passes the blue “ZONE 4” sign and walks down the concrete steps onto the sand, what small structure is visible near the shoreline?",79,16,0.6875,0.4285,10,2,4,1.5364,0.30676,0.5539,0.3489,0.625,0,0
"After the cook dissolves sugar in warm water on the stove and continues stirring, which dried ingredient do they pour into the gently boiling pot before closing its lid?",8,16,0.6875,0.4635,11,0,5,1.383,0.30489,0.5522,0.1955,0.5924,0,0
"Which specific tool, absent during the child’s hair rinse in the bathtub, does the woman later hold while helping the child at the bathroom sink?",61,16,0.6875,0.4635,11,0,5,1.2863,0.29463,0.5428,0.0988,0.4438,0,0
"After the person walks from the living room into the kitchen, what chore do they begin doing at the sink?",38,16,0.6875,0.4285,10,2,4,1.336,0.25898,0.5089,0.1485,0.5543,0,0
"Following his initial period of solely drumming, what activity does the musician add to his performance while remaining seated behind the conga drums?",40,16,0.6875,0.4635,11,0,5,1.3088,0.25382,0.5038,0.1213,0.3136,0,0
"Just before the video cuts to the “World Championships Germany August 2011” screen, the referee raises one fighter’s hand to signal victory; what color uniform is that winning competitor wearing?",96,16,0.6875,0.4635,11,0,5,1.4522,0.24076,0.4907,0.2647,0.9048,0,0
"Which object, removed and inspected after the first handwash, later sits on the counter beside the sink throughout subsequent washing scenes?",118,16,0.6875,0.4635,11,0,5,1.5829,0.23399,0.4837,0.3954,0.543,0,0
"Before the later scenes showing hands painting palm trees and leaves, which object does the woman in the opening studio segment repeatedly hold up while discussing her art?",23,16,0.6875,0.4285,10,2,4,1.7394,0.2274,0.4769,0.5519,0.8333,0,0
"After the lemon juice has been squeezed, what type of substance is later scooped from a glass jar and added to the yellow drink on the cutting board?",115,16,0.6875,0.4635,11,0,5,1.499,0.22338,0.4726,0.3115,0.6179,0,0
